bus_1AL2,bus_TRD1,3256.466596031018
bus_1AL2,bus_TRD6,2133.486609353624
bus_1AL2,bus_TRD6,2277.6026828628724
bus_1AL2,bus_TRD6,2189.537566757443
bus_1AL2,bus_TRD1,3357.471613425308
bus_1AL5,bus_TRD2,3033.9978362095135
bus_1AL6,bus_SCAT1,4244.62553694607
bus_1AL6,bus_SCAT1,3632.2356924760384
bus_1AL6,bus_SCAT1,4660.658824838415
bus_1BS8,bus_BS1,1756.316402094345
bus_1BS8,bus_BS1,1741.1990760279741
bus_1CAM1,bus_TLHR1,2996.858288895009
bus_1CDR2,bus_CSTM2,2611.075678634757
bus_1SBNT,bus_MS2,3158.5233543960194
bus_1SBNT2,bus_MS2,3228.5817676168763
bus_1SGZ1,bus_TPM1,2287.2368010239566
bus_1SGZ2,bus_1CDR2,6650.12070311635
bus_25A1,bus_CGG,2387.254141289247
bus_25A1,bus_CGG,2175.4531844559
bus_25A2,bus_ICPU2,3178.414143454992
bus_25A2,bus_ICPU2,2781.1792962346967
bus_25AB1,bus_PAV1,4565.210601270311
bus_25AB1,bus_PAV1,4752.965708616848
bus_25AB1,bus_PAV1,4565.210601270311
bus_25AB2,bus_OLZ2,4945.126687309718
bus_25AB2,bus_CFER2,3179.6381402072175
bus_25AB2,bus_CFER2,3410.0906217278985
bus_25AB2,bus_OLZ2,4945.126687309718
bus_28J1,bus_EC,3934.16444977674
bus_28J1,bus_EC,4013.319034205445
bus_28J1,bus_EC,4034.569347364247
bus_28J1,bus_EC,4006.5902303177295
bus_28J2,bus_CCB2,2494.668791009955
bus_28J2,bus_CCB2,2717.7820107211105
bus_28J2,bus_CCB2,2694.3889610494257
bus_28J2,bus_CCB2,2654.3923594503194
bus_31JA3,bus_JQA1,3125.3743775799203
bus_31JA4,bus_FRXI9,4265.424561530805
bus_4CAM3,bus_TAZ2,6217.742246339692
bus_4CAM4,bus_FND1,3860.5155754834354
bus_5OTB2,bus_HB2,2572.7689549863076
bus_5OTB3,bus_LVR3,5773.141550261104
bus_5OTR1,bus_FNTE1,3903.633921910833
bus_5OTR1,bus_PINH1,4869.368044868754
bus_5OTR1,bus_RNF1,3001.1603447088964
bus_5OTR2,bus_BVE2,4244.1835832011875
bus_5OTR2,bus_BVE2,4243.24690271188
bus_5OTR2,bus_BVE2,3762.816425275631
bus_5OUT1,bus_DCPF1,2154.583106955334
bus_5OUT1,bus_DCPF1,2192.088603759533
bus_5OUT2,bus_DDN2,2894.1604896059403
bus_5OUT2,bus_DDN2,2919.8916668866523
bus_9AG1,bus_COVN2,2478.9812889078776
bus_9AG2,bus_MCST1,3048.3605921420544
bus_A25A1,bus_FVLH1,3090.1744668642314
bus_A25A1,bus_FVLH1,3277.675431515541
bus_A25A1,bus_FVLH1,3434.3334037581703
bus_A25A1,bus_FVLH1,3401.667561040816
bus_A25A1,bus_FVLH1,3090.1744668642314
bus_AA1,bus_ARS2,2159.791769671829
bus_AA1,bus_ARS2,2184.4527408795407
bus_AA1,bus_ARS2,2166.2251434844707
bus_AA1,bus_ARS2,2185.7453471756476
bus_AA2,bus_ACO2,3127.6974391112503
bus_AA2,bus_ACO2,3088.0182595812676
bus_AA2,bus_ACO2,3030.2996878328286
bus_AA2,bus_ACO2,3087.3367418293433
bus_AAL1,bus_PRFL,1734.6237935537579
bus_AAL1,bus_PRFL,1688.6926867557436
bus_AAL1,bus_AAL4,1003.7882583167986
bus_AAL1,bus_SBNT2,4865.833537344754
bus_AAL1,bus_SBNT2,4835.825720527552
bus_AAL1,bus_AAL2,998.268753638402
bus_AAL1,bus_AAL2,995.1635339411704
bus_AAL1,bus_AAL2,965.2553379948056
bus_AAL1,bus_GGF1,4153.852581518548
bus_AAL2,bus_TRD1,3684.2589201919263
bus_AAL2,bus_TRD1,4803.562548502566
bus_AAL2,bus_TRD1,4271.005833911308
bus_AAL2,bus_TRD1,4211.466530913718
bus_AAL4,bus_AL3,1963.5102729314372
bus_AAL4,bus_AL3,1824.544913419991
bus_AAL4,bus_TRD1,4216.847623881811
bus_AAL4,bus_MCBL2,2142.861137634721
bus_AAL5,bus_MCBL2,2546.7144605798007
bus_AALB,bus_DJ31,2424.1206532800347
bus_AALM1,bus_STG3,1501.2265911077573
bus_AANT1,bus_EDRG1,4349.774178199104
bus_AANT1,bus_EDRG1,4447.645856517802
bus_AANT2,bus_IANT4,3437.4232033358116
bus_AANT2,bus_IANT4,3412.979353180882
bus_AANT5,bus_EDRG1,4638.128662330142
bus_AAS1,bus_VNEM1,4151.906674469925
bus_AAS2,bus_SCT2,2034.2291444062735
bus_AAX1,bus_CTSS1,2676.826495316393
bus_AAX1,bus_CTSS1,2639.5106053423756
bus_AAX2,bus_SRSD2,3775.311290262879
bus_AAX2,bus_SRSD2,3661.8497877291857
bus_ABL1,bus_LMB1,2364.3908447179556
bus_ABL2,bus_RBO2,2255.0595408413246
bus_ABM1,bus_BRP1,3490.510463642274
bus_ABM2,bus_SJB2,4291.579829754834
bus_ABMG1,bus_JAS1,3267.4695903097904
bus_ABMG2,bus_MTES2,3516.762231943376
bus_ABSS1,bus_SJBC1,4615.89809773061
bus_ABSS1,bus_SJBC1,4872.517049822326
bus_ABSS1,bus_SJBC1,5090.595851390928
bus_ABSS2,bus_RBSS2,4562.037528450288
bus_ABSS2,bus_RBSS2,4548.368077594532
bus_ABSS2,bus_RBSS2,4372.5022139575485
bus_ABVT1,bus_LGO4,3637.1730749318226
